Freq(Hz),s21 unwrapped phase(Deg)
2999000000.0,-386.8253
3000000000.0,-387.2946
3001000000.0,-387.5277
3002000000.0,-387.8745
3003000000.0,-388.3405
3004000000.0,-388.3206
3005000000.0,-388.3878
3006000000.0,-388.2598
3007000000.0,-387.9975
3008000000.0,-387.6311
3009000000.0,-387.3098
3010000000.0,-386.7431
3011000000.0,-386.1548
3012000000.0,-385.8873
3013000000.0,-384.9651
3014000000.0,-384.641
3015000000.0,-384.2046
3016000000.0,-383.7233
3017000000.0,-382.9241
3018000000.0,-382.8184
3019000000.0,-382.4159
3020000000.0,-382.272
3021000000.0,-381.9134
3022000000.0,-381.9842
3023000000.0,-382.0938
3024000000.0,-381.9044
3025000000.0,-382.2714
3026000000.0,-382.7425
3027000000.0,-383.1584
3028000000.0,-383.9189
3029000000.0,-384.416
3030000000.0,-385.2251
3031000000.0,-385.9579
3032000000.0,-386.9211
3033000000.0,-387.8732
3034000000.0,-388.8648
3035000000.0,-389.865
3036000000.0,-391.1866
3037000000.0,-391.9505
3038000000.0,-392.8676
3039000000.0,-393.9666
3040000000.0,-394.7606
3041000000.0,-395.5734
3042000000.0,-396.2504
3043000000.0,-397.0231
3044000000.0,-397.4807
3045000000.0,-397.858
3046000000.0,-398.224
3047000000.0,-398.2089
3048000000.0,-398.1831
3049000000.0,-398.2188
3050000000.0,-398.0423
3051000000.0,-397.5191
3052000000.0,-397.081
3053000000.0,-396.5978
3054000000.0,-396.2408
3055000000.0,-395.4371
3056000000.0,-394.9078
3057000000.0,-394.5226
3058000000.0,-394.0391
3059000000.0,-393.3097
3060000000.0,-392.7266
3061000000.0,-392.3215
3062000000.0,-391.8516
3063000000.0,-391.7622
3064000000.0,-391.2883
3065000000.0,-391.3791
3066000000.0,-391.3011
3067000000.0,-391.2875
3068000000.0,-391.5718
3069000000.0,-391.9675
3070000000.0,-392.3003
3071000000.0,-392.739
3072000000.0,-393.5722
3073000000.0,-393.9442
3074000000.0,-394.9671
3075000000.0,-395.8167
3076000000.0,-396.8515
3077000000.0,-397.7884
3078000000.0,-398.8551
3079000000.0,-399.67
3080000000.0,-400.7474
3081000000.0,-401.7571
3082000000.0,-402.8239
3083000000.0,-403.8157
3084000000.0,-404.6866
3085000000.0,-405.5361
3086000000.0,-405.9899
3087000000.0,-406.8383
3088000000.0,-407.3039
3089000000.0,-407.5214
3090000000.0,-407.6278
3091000000.0,-408.028
3092000000.0,-407.8624
3093000000.0,-407.519
3094000000.0,-407.3821
3095000000.0,-406.9751
3096000000.0,-406.484
3097000000.0,-406.0077
3098000000.0,-405.2097
3099000000.0,-404.7861
3100000000.0,-404.0484
3101000000.0,-403.4328
3102000000.0,-402.8642
3103000000.0,-402.3451
3104000000.0,-401.7671
3105000000.0,-401.4239
3106000000.0,-401.0666
3107000000.0,-400.6594
3108000000.0,-400.4137
3109000000.0,-400.3687
3110000000.0,-400.3735
3111000000.0,-400.5966
3112000000.0,-400.9404
3113000000.0,-401.1241
3114000000.0,-401.7549
3115000000.0,-402.4333
3116000000.0,-402.8395
3117000000.0,-403.8547
3118000000.0,-404.8727
3119000000.0,-405.5843
3120000000.0,-406.7267
3121000000.0,-407.7557
3122000000.0,-408.6528
3123000000.0,-409.778
3124000000.0,-410.6531
3125000000.0,-411.7744
3126000000.0,-412.7258
3127000000.0,-413.7959
3128000000.0,-414.2709
3129000000.0,-415.1943
3130000000.0,-415.668
3131000000.0,-416.1702
3132000000.0,-416.5866
3133000000.0,-416.9693
3134000000.0,-417.0138
3135000000.0,-416.9626
3136000000.0,-416.9873
3137000000.0,-416.6754
3138000000.0,-416.0929
3139000000.0,-415.7109
3140000000.0,-415.0082
3141000000.0,-414.4834
3142000000.0,-413.9513
3143000000.0,-413.3751
3144000000.0,-412.4749
3145000000.0,-412.0157
3146000000.0,-411.3148
3147000000.0,-410.6918
3148000000.0,-410.4822
3149000000.0,-409.9561
3150000000.0,-409.7711
3151000000.0,-409.5198
3152000000.0,-409.4911
3153000000.0,-409.3
3154000000.0,-409.4826
3155000000.0,-409.6906
3156000000.0,-410.1458
3157000000.0,-410.5832
3158000000.0,-411.1667
3159000000.0,-411.9241
3160000000.0,-412.6549
3161000000.0,-413.4332
3162000000.0,-414.5537
3163000000.0,-415.6079
3164000000.0,-416.6803
3165000000.0,-417.6698
3166000000.0,-418.8107
3167000000.0,-419.8412
3168000000.0,-421.1375
3169000000.0,-421.9464
3170000000.0,-422.951
3171000000.0,-423.8958
3172000000.0,-424.7833
3173000000.0,-425.3614
3174000000.0,-425.9679
3175000000.0,-426.2306
3176000000.0,-426.6504
3177000000.0,-427.0469
3178000000.0,-427.0484
3179000000.0,-427.0179
3180000000.0,-426.5005
3181000000.0,-426.397
3182000000.0,-425.9038
3183000000.0,-425.5721
3184000000.0,-424.6815
3185000000.0,-424.1292
3186000000.0,-423.2701
3187000000.0,-422.6226
3188000000.0,-421.9482
3189000000.0,-421.1508
3190000000.0,-420.6757
3191000000.0,-420.0326
3192000000.0,-419.5936
3193000000.0,-419.0894
3194000000.0,-418.8148
3195000000.0,-418.7476
3196000000.0,-418.6583
3197000000.0,-418.5269
3198000000.0,-418.6697
3199000000.0,-418.8949
3200000000.0,-419.0852
3201000000.0,-419.8473
3202000000.0,-420.3532
3203000000.0,-420.9387
3204000000.0,-421.9285
3205000000.0,-422.7455
3206000000.0,-423.7974
3207000000.0,-424.8808
3208000000.0,-425.977
3209000000.0,-427.1447
3210000000.0,-428.2521
3211000000.0,-429.4463
3212000000.0,-430.5974
3213000000.0,-431.7209
3214000000.0,-432.528
3215000000.0,-433.4486
3216000000.0,-434.3587
3217000000.0,-435.0294
3218000000.0,-435.6717
3219000000.0,-436.1144
3220000000.0,-436.5198
3221000000.0,-436.7097
3222000000.0,-436.5723
3223000000.0,-436.5608
3224000000.0,-436.3613
3225000000.0,-436.0813
3226000000.0,-435.6017
3227000000.0,-435.1662
3228000000.0,-434.315
3229000000.0,-433.5312
3230000000.0,-432.8339
3231000000.0,-432.1017
3232000000.0,-431.4688
3233000000.0,-430.8968
3234000000.0,-430.177
3235000000.0,-429.5448
3236000000.0,-429.0252
3237000000.0,-428.6868
3238000000.0,-428.2865
3239000000.0,-428.2349
3240000000.0,-427.859
3241000000.0,-427.9761
3242000000.0,-428.1194
3243000000.0,-428.5849
3244000000.0,-428.7936
3245000000.0,-429.2085
3246000000.0,-429.8714
3247000000.0,-430.4789
3248000000.0,-431.2756
3249000000.0,-432.0677
3250000000.0,-433.2967
3251000000.0,-434.3219
3252000000.0,-435.2164
3253000000.0,-436.4478
3254000000.0,-437.4649
3255000000.0,-438.588
3256000000.0,-439.6522
3257000000.0,-440.735
3258000000.0,-441.5139
3259000000.0,-442.592
3260000000.0,-443.419
3261000000.0,-444.1263
3262000000.0,-444.7329
3263000000.0,-445.0173
3264000000.0,-445.3923
3265000000.0,-445.6721
3266000000.0,-445.7416
3267000000.0,-445.6472
3268000000.0,-445.3794
3269000000.0,-444.9175
3270000000.0,-444.5745
3271000000.0,-444.0632
3272000000.0,-443.6718
3273000000.0,-442.8391
3274000000.0,-442.1799
3275000000.0,-441.5151
3276000000.0,-441.0652
3277000000.0,-440.2646
3278000000.0,-439.9108
3279000000.0,-439.4723
3280000000.0,-438.9323
3281000000.0,-438.4737
3282000000.0,-438.2055
3283000000.0,-438.0356
3284000000.0,-438.1674
3285000000.0,-438.097
3286000000.0,-438.2495
3287000000.0,-438.6822
3288000000.0,-439.098
3289000000.0,-439.598
3290000000.0,-440.1532
3291000000.0,-440.7218
3292000000.0,-441.6212
3293000000.0,-442.5545
3294000000.0,-443.5103
3295000000.0,-444.3324
3296000000.0,-445.2691
3297000000.0,-446.3798
3298000000.0,-447.4962
3299000000.0,-448.4469
3300000000.0,-449.5091
3301000000.0,-450.1882
3302000000.0,-451.1545
3303000000.0,-451.9702
3304000000.0,-452.7241
3305000000.0,-453.2503
3306000000.0,-453.6075
3307000000.0,-454.0405
3308000000.0,-454.2656
3309000000.0,-454.3931
3310000000.0,-454.4032
3311000000.0,-454.1771
3312000000.0,-453.8531
3313000000.0,-453.5025
3314000000.0,-453.1078
3315000000.0,-452.5373
3316000000.0,-451.7006
3317000000.0,-451.349
3318000000.0,-450.7985
3319000000.0,-450.2145
3320000000.0,-449.6164
3321000000.0,-449.2415
3322000000.0,-448.8143
3323000000.0,-448.3486
3324000000.0,-447.9432
3325000000.0,-447.7231
3326000000.0,-447.5542
3327000000.0,-447.4083
3328000000.0,-447.5498
3329000000.0,-447.7165
3330000000.0,-448.029
3331000000.0,-448.4416
3332000000.0,-448.7975
3333000000.0,-449.3892
3334000000.0,-450.1554
3335000000.0,-450.882
3336000000.0,-451.5656
3337000000.0,-452.4445
3338000000.0,-453.5473
3339000000.0,-454.4521
3340000000.0,-455.4503
3341000000.0,-456.4123
3342000000.0,-457.3249
3343000000.0,-458.01
3344000000.0,-459.1805
3345000000.0,-459.9323
3346000000.0,-460.5598
3347000000.0,-461.4628
3348000000.0,-461.963
3349000000.0,-462.3492
3350000000.0,-462.7095
3351000000.0,-462.9679
3352000000.0,-462.9597
3353000000.0,-463.0474
3354000000.0,-462.8574
3355000000.0,-462.5029
3356000000.0,-462.0319
3357000000.0,-461.9967
3358000000.0,-461.4839
3359000000.0,-460.8071
3360000000.0,-460.2477
3361000000.0,-459.6516
3362000000.0,-459.1915
3363000000.0,-458.6385
3364000000.0,-458.2398
3365000000.0,-457.8863
3366000000.0,-457.425
3367000000.0,-457.3061
3368000000.0,-457.003
3369000000.0,-456.7578
3370000000.0,-456.941
3371000000.0,-456.8516
3372000000.0,-456.9913
3373000000.0,-457.5883
3374000000.0,-457.7978
3375000000.0,-458.1615
3376000000.0,-458.6365
3377000000.0,-459.4793
3378000000.0,-460.1217
3379000000.0,-460.9426
3380000000.0,-462.0061
3381000000.0,-462.7138
3382000000.0,-463.6968
3383000000.0,-464.6958
3384000000.0,-465.7493
3385000000.0,-466.4281
3386000000.0,-467.3389
3387000000.0,-468.4088
3388000000.0,-469.2474
3389000000.0,-469.9385
3390000000.0,-470.2955
3391000000.0,-470.9342
3392000000.0,-471.5832
3393000000.0,-471.6481
3394000000.0,-471.759
3395000000.0,-472.0421
3396000000.0,-472.0127
3397000000.0,-471.7726
3398000000.0,-471.6576
3399000000.0,-471.0706
3400000000.0,-471.0067
3401000000.0,-470.1531
3402000000.0,-469.6633
3403000000.0,-469.1405
3404000000.0,-468.7408
3405000000.0,-468.1208
3406000000.0,-467.6032
3407000000.0,-467.1855
3408000000.0,-466.6158
3409000000.0,-466.4348
3410000000.0,-466.0922
3411000000.0,-465.9391
3412000000.0,-465.6895
3413000000.0,-465.7538
3414000000.0,-465.7389
3415000000.0,-465.9955
3416000000.0,-466.3088
3417000000.0,-466.7083
3418000000.0,-467.0891
3419000000.0,-467.548
3420000000.0,-468.3778
3421000000.0,-468.9927
3422000000.0,-469.9661
3423000000.0,-470.6444
3424000000.0,-471.5748
3425000000.0,-472.5548
3426000000.0,-473.5421
3427000000.0,-474.5281
3428000000.0,-475.3501
3429000000.0,-476.1943
3430000000.0,-477.2023
3431000000.0,-478.0854
3432000000.0,-478.8886
3433000000.0,-479.2142
3434000000.0,-479.9426
3435000000.0,-480.3374
3436000000.0,-480.6588
3437000000.0,-480.8311
3438000000.0,-480.9792
3439000000.0,-480.9432
3440000000.0,-480.8265
3441000000.0,-480.6619
3442000000.0,-480.183
3443000000.0,-479.9731
3444000000.0,-479.3542
3445000000.0,-478.8058
3446000000.0,-478.2952
3447000000.0,-477.9525
3448000000.0,-477.3691
3449000000.0,-476.9654
3450000000.0,-476.582
3451000000.0,-475.9568
3452000000.0,-475.6774
3453000000.0,-475.2426
3454000000.0,-475.0332
3455000000.0,-474.8675
3456000000.0,-474.9797
3457000000.0,-474.9604
3458000000.0,-475.1698
3459000000.0,-475.4689
3460000000.0,-475.7144
3461000000.0,-476.0252
3462000000.0,-476.6363
3463000000.0,-477.3306
3464000000.0,-477.9141
3465000000.0,-478.7406
3466000000.0,-479.531
3467000000.0,-480.4471
3468000000.0,-481.2979
3469000000.0,-482.1945
3470000000.0,-482.8403
3471000000.0,-483.9765
3472000000.0,-484.8441
3473000000.0,-485.4582
3474000000.0,-486.3912
3475000000.0,-486.8728
3476000000.0,-487.7285
3477000000.0,-488.2255
3478000000.0,-488.5363
3479000000.0,-488.8807
3480000000.0,-489.0011
3481000000.0,-488.9646
3482000000.0,-489.2104
3483000000.0,-489.1754
3484000000.0,-488.8954
3485000000.0,-488.594
3486000000.0,-488.0267
3487000000.0,-487.7482
3488000000.0,-487.373
3489000000.0,-487.0108
3490000000.0,-486.5047
3491000000.0,-485.7034
3492000000.0,-485.3622
3493000000.0,-485.1499
3494000000.0,-484.7123
3495000000.0,-484.5816
3496000000.0,-484.2881
3497000000.0,-483.986
3498000000.0,-484.0631
3499000000.0,-484.1728
3500000000.0,-484.2629
3501000000.0,-484.5258
3502000000.0,-484.635
3503000000.0,-485.2383
3504000000.0,-485.7237
3505000000.0,-486.2089
3506000000.0,-486.9257
3507000000.0,-487.7148
3508000000.0,-488.4493
3509000000.0,-489.3434
3510000000.0,-490.1674
3511000000.0,-491.0409
3512000000.0,-491.8535
3513000000.0,-492.6388
3514000000.0,-493.4932
3515000000.0,-494.3907
3516000000.0,-494.9937
3517000000.0,-495.8831
3518000000.0,-496.4502
3519000000.0,-497.0228
3520000000.0,-497.2123
3521000000.0,-497.6714
3522000000.0,-497.8108
3523000000.0,-497.8965
3524000000.0,-498.0127
3525000000.0,-497.7619
3526000000.0,-497.6354
3527000000.0,-497.213
3528000000.0,-496.8411
3529000000.0,-496.4644
3530000000.0,-495.9216
3531000000.0,-495.3953
3532000000.0,-494.7898
3533000000.0,-494.3609
3534000000.0,-493.8169
3535000000.0,-493.442
3536000000.0,-492.9973
3537000000.0,-492.6318
3538000000.0,-492.3545
3539000000.0,-492.0896
3540000000.0,-492.0201
3541000000.0,-491.9102
3542000000.0,-492.1476
3543000000.0,-492.1882
3544000000.0,-492.5843
3545000000.0,-492.7931
3546000000.0,-493.2795
3547000000.0,-493.9132
3548000000.0,-494.7387
3549000000.0,-495.4359
3550000000.0,-496.2433
3551000000.0,-497.1937
3552000000.0,-498.0097
3553000000.0,-499.0506
3554000000.0,-500.0264
3555000000.0,-500.7763
3556000000.0,-501.9469
3557000000.0,-502.744
3558000000.0,-503.6466
3559000000.0,-504.5827
3560000000.0,-505.4197
3561000000.0,-505.9888
3562000000.0,-506.7428
3563000000.0,-507.2037
3564000000.0,-507.5391
3565000000.0,-507.5911
3566000000.0,-507.6136
3567000000.0,-507.5751
3568000000.0,-507.3868
3569000000.0,-506.9689
3570000000.0,-506.6381
3571000000.0,-505.9782
3572000000.0,-505.6567
3573000000.0,-504.8922
3574000000.0,-504.3248
3575000000.0,-503.7775
3576000000.0,-503.0718
3577000000.0,-502.3387
3578000000.0,-501.8845
3579000000.0,-501.3599
3580000000.0,-500.776
3581000000.0,-500.4462
3582000000.0,-500.0692
3583000000.0,-500.1416
3584000000.0,-499.7415
3585000000.0,-499.8275
3586000000.0,-499.8823
3587000000.0,-500.1985
3588000000.0,-500.3988
3589000000.0,-500.8658
3590000000.0,-501.4828
3591000000.0,-502.0293
3592000000.0,-502.7515
3593000000.0,-503.5861
3594000000.0,-504.4974
3595000000.0,-505.5276
3596000000.0,-506.5917
3597000000.0,-507.5522
3598000000.0,-508.7772
3599000000.0,-509.7025
3600000000.0,-510.7496
3601000000.0,-511.8705
3602000000.0,-512.9543
3603000000.0,-513.9213
3604000000.0,-514.6495
3605000000.0,-515.4267
3606000000.0,-516.0967
3607000000.0,-516.447
3608000000.0,-517.0225
3609000000.0,-517.062
3610000000.0,-517.4479
3611000000.0,-517.124
3612000000.0,-516.902
3613000000.0,-516.5661
3614000000.0,-516.1816
3615000000.0,-515.4559
3616000000.0,-515.0306
3617000000.0,-514.2013
3618000000.0,-513.5818
3619000000.0,-512.8354
3620000000.0,-512.2095
3621000000.0,-511.4299
3622000000.0,-510.8078
3623000000.0,-510.3695
3624000000.0,-509.7771
3625000000.0,-509.2455
3626000000.0,-508.823
3627000000.0,-508.6587
3628000000.0,-508.4103
3629000000.0,-508.3676
3630000000.0,-508.4143
3631000000.0,-508.735
3632000000.0,-508.9189
3633000000.0,-509.1744
3634000000.0,-509.7125
3635000000.0,-510.5886
3636000000.0,-511.2534
3637000000.0,-511.7994
3638000000.0,-512.7949
3639000000.0,-513.912
3640000000.0,-514.733
3641000000.0,-515.9077
3642000000.0,-516.9933
3643000000.0,-518.1444
3644000000.0,-519.313
3645000000.0,-520.3481
3646000000.0,-521.4055
3647000000.0,-522.2691
3648000000.0,-523.2798
3649000000.0,-523.9783
3650000000.0,-524.8577
3651000000.0,-525.4341
3652000000.0,-525.9658
3653000000.0,-526.1149
3654000000.0,-526.2803
3655000000.0,-526.1273
3656000000.0,-525.8953
3657000000.0,-525.6754
3658000000.0,-525.069
3659000000.0,-524.8287
3660000000.0,-524.0377
3661000000.0,-523.5948
3662000000.0,-522.8915
3663000000.0,-522.1783
3664000000.0,-521.4894
3665000000.0,-520.7137
3666000000.0,-520.1062
3667000000.0,-519.497
3668000000.0,-518.9343
3669000000.0,-518.5575
3670000000.0,-518.2381
3671000000.0,-517.8472
3672000000.0,-517.6243
3673000000.0,-517.6397
3674000000.0,-517.5846
3675000000.0,-517.7796
3676000000.0,-518.041
3677000000.0,-518.2848
3678000000.0,-518.7891
3679000000.0,-519.2629
3680000000.0,-520.0844
3681000000.0,-520.6879
3682000000.0,-521.5495
3683000000.0,-522.5056
3684000000.0,-523.4253
3685000000.0,-524.3162
3686000000.0,-525.3657
3687000000.0,-526.5242
3688000000.0,-527.4913
3689000000.0,-528.4908
3690000000.0,-529.4778
3691000000.0,-530.3477
3692000000.0,-531.3207
3693000000.0,-531.9865
3694000000.0,-532.7558
3695000000.0,-533.1198
3696000000.0,-533.702
3697000000.0,-533.7495
3698000000.0,-533.963
3699000000.0,-533.849
3700000000.0,-533.8081
3701000000.0,-533.642
3702000000.0,-533.1283
3703000000.0,-532.898
3704000000.0,-532.4664
3705000000.0,-531.7689
3706000000.0,-531.0806
3707000000.0,-530.7018
3708000000.0,-530.218
3709000000.0,-529.4026
3710000000.0,-528.9236
3711000000.0,-528.4979
3712000000.0,-528.123
3713000000.0,-527.8121
3714000000.0,-527.2067
3715000000.0,-527.1301
3716000000.0,-527.079
3717000000.0,-527.1467
3718000000.0,-527.0414
3719000000.0,-527.3574
3720000000.0,-527.5093
3721000000.0,-527.9526
3722000000.0,-528.2812
3723000000.0,-528.8816
3724000000.0,-529.5259
3725000000.0,-530.3232
3726000000.0,-531.1974
3727000000.0,-531.8647
3728000000.0,-532.9398
3729000000.0,-533.7052
3730000000.0,-534.7001
3731000000.0,-535.6679
3732000000.0,-536.5785
3733000000.0,-537.4302
3734000000.0,-538.3426
3735000000.0,-539.0967
3736000000.0,-539.8492
3737000000.0,-540.4478
3738000000.0,-541.116
3739000000.0,-541.2234
3740000000.0,-541.5685
3741000000.0,-541.7373
3742000000.0,-541.7583
3743000000.0,-541.645
3744000000.0,-541.4717
3745000000.0,-541.1882
3746000000.0,-540.8267
3747000000.0,-540.2898
3748000000.0,-539.8527
3749000000.0,-539.5201
3750000000.0,-538.9544
3751000000.0,-538.5522
3752000000.0,-537.9297
3753000000.0,-537.5501
3754000000.0,-537.1373
3755000000.0,-536.6613
3756000000.0,-536.4716
3757000000.0,-536.21
3758000000.0,-536.1132
3759000000.0,-535.9921
3760000000.0,-536.1325
3761000000.0,-536.2595
3762000000.0,-536.3387
3763000000.0,-536.694
3764000000.0,-537.1202
3765000000.0,-537.5528
3766000000.0,-538.092
3767000000.0,-538.6492
3768000000.0,-539.3917
3769000000.0,-540.2308
3770000000.0,-541.0486
3771000000.0,-541.8551
3772000000.0,-542.7866
3773000000.0,-543.7283
3774000000.0,-544.5571
3775000000.0,-545.4837
3776000000.0,-546.2626
3777000000.0,-547.2265
3778000000.0,-547.8293
3779000000.0,-548.5493
3780000000.0,-549.1273
3781000000.0,-549.5598
3782000000.0,-550.1591
3783000000.0,-550.1621
3784000000.0,-550.491
3785000000.0,-550.3341
3786000000.0,-550.2944
3787000000.0,-550.0451
3788000000.0,-549.7032
3789000000.0,-549.3395
3790000000.0,-549.0054
3791000000.0,-548.4178
3792000000.0,-547.9852
3793000000.0,-547.3776
3794000000.0,-546.7985
3795000000.0,-546.4264
3796000000.0,-546.0839
3797000000.0,-545.6758
3798000000.0,-545.1309
3799000000.0,-544.8541
3800000000.0,-544.8119
3801000000.0,-544.3266
3802000000.0,-544.2717
3803000000.0,-544.367
3804000000.0,-544.4252
3805000000.0,-544.6762
3806000000.0,-544.819
3807000000.0,-545.1423
3808000000.0,-545.5638
3809000000.0,-546.16
3810000000.0,-546.9741
3811000000.0,-547.5798
3812000000.0,-548.2285
3813000000.0,-549.059
3814000000.0,-549.9196
3815000000.0,-550.8466
3816000000.0,-551.6671
3817000000.0,-552.7541
3818000000.0,-553.7122
3819000000.0,-554.2965
3820000000.0,-555.4222
3821000000.0,-556.015
3822000000.0,-556.8853
3823000000.0,-557.5391
3824000000.0,-557.9601
3825000000.0,-558.6288
3826000000.0,-558.6944
3827000000.0,-559.0411
3828000000.0,-559.0877
3829000000.0,-559.0186
3830000000.0,-558.9862
3831000000.0,-558.7883
3832000000.0,-558.4469
3833000000.0,-558.0469
3834000000.0,-557.6258
3835000000.0,-557.0699
3836000000.0,-556.6132
3837000000.0,-556.2141
3838000000.0,-555.7693
3839000000.0,-555.1423
3840000000.0,-554.765
3841000000.0,-554.3785
3842000000.0,-554.0433
3843000000.0,-553.6047
3844000000.0,-553.502
3845000000.0,-553.4689
3846000000.0,-553.3781
3847000000.0,-553.4817
3848000000.0,-553.5233
3849000000.0,-553.7807
3850000000.0,-554.1466
3851000000.0,-554.5593
3852000000.0,-554.9097
3853000000.0,-555.5203
3854000000.0,-556.1136
3855000000.0,-556.8751
3856000000.0,-557.5707
3857000000.0,-558.5052
3858000000.0,-559.1553
3859000000.0,-559.9392
3860000000.0,-560.9344
3861000000.0,-561.9457
3862000000.0,-562.7895
3863000000.0,-563.6124
3864000000.0,-564.4073
3865000000.0,-564.861
3866000000.0,-565.6123
3867000000.0,-566.1672
3868000000.0,-566.6507
3869000000.0,-566.9496
3870000000.0,-567.2888
3871000000.0,-567.2808
3872000000.0,-567.3395
3873000000.0,-567.2064
3874000000.0,-567.1226
3875000000.0,-566.753
3876000000.0,-566.3828
3877000000.0,-565.9858
3878000000.0,-565.5095
3879000000.0,-565.2509
3880000000.0,-564.7612
3881000000.0,-564.381
3882000000.0,-563.9105
3883000000.0,-563.574
3884000000.0,-563.1757
3885000000.0,-562.9856
3886000000.0,-562.8073
3887000000.0,-562.556
3888000000.0,-562.5218
3889000000.0,-562.4406
3890000000.0,-562.4378
3891000000.0,-562.5378
3892000000.0,-562.9003
3893000000.0,-563.0729
3894000000.0,-563.6931
3895000000.0,-564.0763
3896000000.0,-564.634
3897000000.0,-565.1854
3898000000.0,-566.0029
3899000000.0,-566.5656
3900000000.0,-567.2307
3901000000.0,-568.046
3902000000.0,-569.0446
3903000000.0,-569.735
3904000000.0,-570.5788
3905000000.0,-571.364
3906000000.0,-572.1884
3907000000.0,-572.6428
3908000000.0,-573.3889
3909000000.0,-574.009
3910000000.0,-574.499
3911000000.0,-574.9932
3912000000.0,-575.2947
3913000000.0,-575.2938
3914000000.0,-575.3923
3915000000.0,-575.3459
3916000000.0,-575.178
3917000000.0,-575.1438
3918000000.0,-574.6364
3919000000.0,-574.3168
3920000000.0,-574.0565
3921000000.0,-573.5734
3922000000.0,-573.0469
3923000000.0,-572.717
3924000000.0,-572.4093
3925000000.0,-572.0256
3926000000.0,-571.6669
3927000000.0,-571.3784
3928000000.0,-571.2305
3929000000.0,-570.7217
3930000000.0,-570.7598
3931000000.0,-570.7363
3932000000.0,-570.7747
3933000000.0,-570.7737
3934000000.0,-571.2662
3935000000.0,-571.4904
3936000000.0,-571.7303
3937000000.0,-572.1922
3938000000.0,-572.6663
3939000000.0,-573.4009
3940000000.0,-573.9108
3941000000.0,-574.7294
3942000000.0,-575.4078
3943000000.0,-576.2182
3944000000.0,-576.9567
3945000000.0,-577.8425
3946000000.0,-578.6868
3947000000.0,-579.6873
3948000000.0,-580.4919
3949000000.0,-581.072
3950000000.0,-581.8569
3951000000.0,-582.3568
3952000000.0,-582.9191
3953000000.0,-583.4343
3954000000.0,-583.6054
3955000000.0,-583.747
3956000000.0,-583.9278
3957000000.0,-583.7019
3958000000.0,-583.6454
3959000000.0,-583.4716
3960000000.0,-583.1132
3961000000.0,-582.8978
3962000000.0,-582.3751
3963000000.0,-581.9948
3964000000.0,-581.4776
3965000000.0,-581.0566
3966000000.0,-580.5225
3967000000.0,-580.0556
3968000000.0,-579.699
3969000000.0,-579.2905
3970000000.0,-579.0089
3971000000.0,-578.9465
3972000000.0,-578.6377
3973000000.0,-578.571
3974000000.0,-578.6471
3975000000.0,-578.6503
3976000000.0,-578.8864
3977000000.0,-579.1544
3978000000.0,-579.5117
3979000000.0,-579.9924
3980000000.0,-580.2576
3981000000.0,-580.9451
3982000000.0,-581.7463
3983000000.0,-582.4426
3984000000.0,-583.018
3985000000.0,-584.1445
3986000000.0,-585.074
3987000000.0,-585.9337
3988000000.0,-586.9167
3989000000.0,-587.7838
3990000000.0,-588.7204
3991000000.0,-589.6178
3992000000.0,-590.514
3993000000.0,-591.1754
3994000000.0,-591.7507
3995000000.0,-592.4124
3996000000.0,-592.6936
3997000000.0,-593.0814
3998000000.0,-593.2551
3999000000.0,-593.0971
4000000000.0,-593.0879
